A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,target
0.6614378277661477,0.0017769278636472787,-0.9566132133203712,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.2910826363654782,0.9546503761693188,1.1571443517761548,-0.2881005290905888,-0.9191951838952687,-0.10830607221477648,0.10454433002982687,-0.19541333903198896,1.1169409130555337
-1.5118578920369088,1.2278571537802452,-0.06005052977584876,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.2441904436241031,0.9546503761693188,1.1571443517761548,0.7408299319472283,-0.9191951838952687,-0.10830607221477648,-0.8196890238959819,-0.0878518797046416,1.1169409130555337
-1.5118578920369088,0.0017769278636472787,-0.8561017017122409,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.21632382631106742,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,-0.9191951838952687,-0.10830607221477648,0.5579418244085255,-0.037144334593177855,1.1169409130555337
0.6614378277661477,0.0017769278636472787,-0.6470377575673298,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.45650546417862975,0.9546503761693188,1.1571443517761548,0.535043839739665,1.0879082239773117,-0.10830607221477648,-0.4883600856961636,-0.1948371169284496,1.1169409130555337
0.6614378277661477,-1.2243032980529507,0.1741412922710949,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.15352642586536236,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,-0.9191951838952687,-0.10830607221477648,-0.37210431790675375,-0.19541333903198896,1.1169409130555337
0.6614378277661477,0.0017769278636472787,-0.15252112045532865,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.08271141390657576,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,1.0879082239773117,-0.10830607221477648,1.0229648955661652,-0.19541333903198896,1.1169409130555337
0.6614378277661477,0.0017769278636472787,-0.7475492691754602,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,1.2788523747771483,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,1.0879082239773117,-0.10830607221477648,-0.11634162877005194,5.813622830710978,1.1169409130555337
-1.5118578920369088,-1.2243032980529507,1.3722385106400086,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.6529152770288265,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,-0.9191951838952687,-0.10830607221477648,-0.6046158534855736,0.06369453352621028,1.1169409130555337
0.6614378277661477,1.2278571537802452,-0.8561017017122409,-1.7837651700316897,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.5193028646243348,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,-0.9191951838952687,-0.10830607221477648,-0.023337014538524024,-0.13510209219486918,1.1169409130555337
0.6614378277661477,1.2278571537802452,0.03141494578754985,-1.7837651700316897,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.2815698486513085,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,1.0879082239773117,-0.10830607221477648,-0.7673739283907474,0.08155741873593046,1.1169409130555337
0.6614378277661477,-1.2243032980529507,-0.7897641040508749,0.560611910581388,-0.0539163866017192,1.9302920497324425,-0.0936585811581694,-0.017465391566334695,-1.0475039081979456,-0.8641964146176347,-0.49388662129815225,1.0879082239773117,-0.10830607221477648,-0.32560201079098977,-0.19541333903198896,1.1169409130555337
0.6614378277661477,0.0017769278636472787,-0.5877359657185329,0.560611910581388,-0.0539163866017192,1.9302920497324425,-0.0936585811581694,0.631441079705951,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,-0.9191951838952687,-0.10830607221477648,0.4416860566191156,-0.1569985321293649,1.1169409130555337
-1.5118578920369088,1.2278571537802452,0.24952492597719264,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.365841446419889,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,1.0879082239773117,-0.10830607221477648,-1.0696389246432132,-0.19541333903198896,1.1169409130555337
0.6614378277661477,1.2278571537802452,0.25756584690584305,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.6529152770288265,-1.0475039081979456,-0.8641964146176347,-0.49388662129815225,-0.9191951838952687,-0.10830607221477648,-1.0696389246432132,0.32126581380830455,1.1169409130555337
-1.5118578920369088,1.2278571537802452,1.1541285304503655,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.8302995144506837,0.9546503761693188,1.1571443517761548,0.9466160241547917,1.0879082239773117,-0.10830607221477648,-1.0696389246432132,-0.19541333903198896,1.1169409130555337
0.6614378277661477,1.2278571537802452,-0.06909656582058048,-1.7837651700316897,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.5901178765831214,0.9546503761693188,1.1571443517761548,1.563974300777482,1.0879082239773117,-0.10830607221477648,0.7904533599873453,-0.19541333903198896,1.1169409130555337
0.6614378277661477,0.0017769278636472787,-0.7807180680061432,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.37780285602859476,0.9546503761693188,1.1571443517761548,0.12347165532453808,1.0879082239773117,-0.10830607221477648,1.232225277587103,-0.19541333903198896,1.1169409130555337
-1.5118578920369088,-1.2243032980529507,0.22439704807516006,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.2830650248523967,0.9546503761693188,1.1571443517761548,1.563974300777482,-0.9191951838952687,-0.10830607221477648,-0.37210431790675375,-0.1483552005762745,1.1169409130555337
0.6614378277661477,-1.2243032980529507,-0.906357457516306,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.4660182518927995,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,1.0879082239773117,-0.10830607221477648,-1.0696389246432132,-0.19541333903198896,1.1169409130555337
-1.5118578920369088,-1.2243032980529507,0.7691694409912266,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.44060025647429985,0.9546503761693188,1.1571443517761548,0.9466160241547917,-0.9191951838952687,-0.10830607221477648,-0.5116112392540456,-0.19541333903198896,1.1169409130555337
0.6614378277661477,0.0017769278636472787,1.304895797862561,0.560611910581388,-0.0539163866017192,1.9302920497324425,-0.0936585811581694,0.08271141390657576,0.9546503761693188,1.1571443517761548,3.004476946230426,-0.9191951838952687,-0.10830607221477648,0.09291875325088589,0.036612094659860324,1.1169409130555337
0.6614378277661477,-1.2243032980529507,-0.7555901901041105,0.560611910581388,-0.0539163866017192,1.9302920497324425,-0.0936585811581694,-0.41518226105580014,0.9546503761693188,-0.8641964146176347,-0.49388662129815225,-0.9191951838952687,-0.10830607221477648,0.6741975921979354,-0.19541333903198896,1.1169409130555337
-1.5118578920369088,1.2278571537802452,0.651570972409714,0.560611910581388,-0.0539163866017192,1.9302920497324425,-0.0936585811581694,1.6900258300764077,0.9546503761693188,1.1571443517761548,0.7408299319472283,1.0879082239773117,-0.10830607221477648,-1.0696389246432132,0.04659994445454258,1.1169409130555337
-1.5118578920369088,0.0017769278636472787,1.9582206233154082,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.257647029433897,0.9546503761693188,1.1571443517761548,-0.2881005290905888,-0.9191951838952687,-0.10830607221477648,-0.37210431790675375,-0.19330052465234462,1.1169409130555337
-1.5118578920369088,1.2278571537802452,0.350036437585323,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,-0.5153590665287107,0.9546503761693188,1.1571443517761548,0.12347165532453808,1.0879082239773117,-0.10830607221477648,-0.22678460816999135,-0.19541333903198896,1.1169409130555337
-1.5118578920369088,-1.2243032980529507,-0.8390147447388587,0.560611910581388,-0.0539163866017192,1.9302920497324425,-0.0936585811581694,-0.21632382631106742,0.9546503761693188,1.1571443517761548,-0.08231443688302535,-0.9191951838952687,-0.10830607221477648,-0.4883600856961636,-0.19541333903198896,1.1169409130555337
-1.5118578920369088,1.2278571537802452,1.6566860884910173,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.8796403290865948,0.9546503761693188,1.1571443517761548,1.3581882085699186,1.0879082239773117,-0.10830607221477648,-1.0696389246432132,-0.19541333903198896,1.1169409130555337
0.6614378277661477,1.2278571537802452,2.762312716180451,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,3.8206519166271153,0.9546503761693188,1.1571443517761548,3.004476946230426,1.0879082239773117,-0.10830607221477648,-1.0696389246432132,-0.19541333903198896,1.1169409130555337
0.6614378277661477,1.2278571537802452,0.7520824840178443,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,1.42836999488597,0.9546503761693188,1.1571443517761548,0.12347165532453808,-0.9191951838952687,-0.10830607221477648,-1.0696389246432132,-0.19541333903198896,1.1169409130555337
0.6614378277661477,1.2278571537802452,-0.7475492691754602,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.8302995144506837,0.9546503761693188,1.1571443517761548,0.7408299319472283,1.0879082239773117,-0.10830607221477648,1.8367552700920342,1.7253270060992136,1.1169409130555337
0.6614378277661477,0.0017769278636472787,2.0165173000481236,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,0.8422609240593895,0.9546503761693188,1.1571443517761548,0.535043839739665,1.0879082239773117,-0.10830607221477648,-0.09309047521216997,-0.19541333903198896,1.1169409130555337
0.6614378277661477,1.2278571537802452,1.0114021839668204,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,1.7154438254949078,0.9546503761693188,1.1571443517761548,1.1524021163623552,-0.9191951838952687,-0.10830607221477648,-1.0696389246432132,-0.19541333903198896,1.1169409130555337
0.6614378277661477,1.2278571537802452,0.5681464177749658,0.560611910581388,-0.0539163866017192,-0.5180563221708393,-0.0936585811581694,1.6033056104132914,0.9546503761693188,1.1571443517761548,2.592904761815299,1.0879082239773117,-0.10830607221477648,-1.0696389246432132,0.7649568335336124,1.1169409130555337
